suite_id,suite,run_index,total_runs,method,seed,sparsity,cka_strength,cka_signal,global_config,config,log_dir,checkpoint_dir,plot_dir,command,status
cifar10_drift_all,multiseed,1,155,fedavg,42,,,,configs/global_cifar10.yaml,configs/fedavg_mnist.yaml,results/logs/multiseed/cifar10_drift_all/seed_42,results/checkpoints/multiseed/cifar10_drift_all/seed_42,results/plots/multiseed/cifar10_drift_all,/mnt/aiongpfs/users/dsen/micromamba/envs/cka-cifar/bin/python -m src.train --global-config configs/global_cifar10.yaml --config configs/fedavg_mnist.yaml --seed 42 --log-dir results/logs/multiseed/cifar10_drift_all/seed_42 --checkpoint-dir results/checkpoints/multiseed/cifar10_drift_all/seed_42 --plot-dir results/plots/multiseed/cifar10_drift_all,passed
cifar10_drift_all,multiseed,2,155,cka_feddst,42,0.5,,drift,configs/global_cifar10.yaml,configs/cka_feddst_mnist.yaml,results/logs/multiseed/cifar10_drift_all/seed_42,results/checkpoints/multiseed/cifar10_drift_all/seed_42,results/plots/multiseed/cifar10_drift_all,/mnt/aiongpfs/users/dsen/micromamba/envs/cka-cifar/bin/python -m src.train --global-config configs/global_cifar10.yaml --config configs/cka_feddst_mnist.yaml --seed 42 --sparsity 0.5 --cka-signal drift --log-dir results/logs/multiseed/cifar10_drift_all/seed_42 --checkpoint-dir results/checkpoints/multiseed/cifar10_drift_all/seed_42 --plot-dir results/plots/multiseed/cifar10_drift_all,passed
cifar10_drift_all,multiseed,3,155,cka_feddst,42,0.7,,drift,configs/global_cifar10.yaml,configs/cka_feddst_mnist.yaml,results/logs/multiseed/cifar10_drift_all/seed_42,results/checkpoints/multiseed/cifar10_drift_all/seed_42,results/plots/multiseed/cifar10_drift_all,/mnt/aiongpfs/users/dsen/micromamba/envs/cka-cifar/bin/python -m src.train --global-config configs/global_cifar10.yaml --config configs/cka_feddst_mnist.yaml --seed 42 --sparsity 0.7 --cka-signal drift --log-dir results/logs/multiseed/cifar10_drift_all/seed_42 --checkpoint-dir results/checkpoints/multiseed/cifar10_drift_all/seed_42 --plot-dir results/plots/multiseed/cifar10_drift_all,passed
cifar10_drift_all,multiseed,4,155,cka_feddst,42,0.8,,drift,configs/global_cifar10.yaml,configs/cka_feddst_mnist.yaml,results/logs/multiseed/cifar10_drift_all/seed_42,results/checkpoints/multiseed/cifar10_drift_all/seed_42,results/plots/multiseed/cifar10_drift_all,/mnt/aiongpfs/users/dsen/micromamba/envs/cka-cifar/bin/python -m src.train --global-config configs/global_cifar10.yaml --config configs/cka_feddst_mnist.yaml --seed 42 --sparsity 0.8 --cka-signal drift --log-dir results/logs/multiseed/cifar10_drift_all/seed_42 --checkpoint-dir results/checkpoints/multiseed/cifar10_drift_all/seed_42 --plot-dir results/plots/multiseed/cifar10_drift_all,passed
cifar10_drift_all,multiseed,5,155,cka_feddst,42,0.9,,drift,configs/global_cifar10.yaml,configs/cka_feddst_mnist.yaml,results/logs/multiseed/cifar10_drift_all/seed_42,results/checkpoints/multiseed/cifar10_drift_all/seed_42,results/plots/multiseed/cifar10_drift_all,/mnt/aiongpfs/users/dsen/micromamba/envs/cka-cifar/bin/python -m src.train --global-config configs/global_cifar10.yaml --config configs/cka_feddst_mnist.yaml --seed 42 --sparsity 0.9 --cka-signal drift --log-dir results/logs/multiseed/cifar10_drift_all/seed_42 --checkpoint-dir results/checkpoints/multiseed/cifar10_drift_all/seed_42 --plot-dir results/plots/multiseed/cifar10_drift_all,passed
cifar10_drift_all,multiseed,6,155,cka_feddst,42,0.95,,drift,configs/global_cifar10.yaml,configs/cka_feddst_mnist.yaml,results/logs/multiseed/cifar10_drift_all/seed_42,results/checkpoints/multiseed/cifar10_drift_all/seed_42,results/plots/multiseed/cifar10_drift_all,/mnt/aiongpfs/users/dsen/micromamba/envs/cka-cifar/bin/python -m src.train --global-config configs/global_cifar10.yaml --config configs/cka_feddst_mnist.yaml --seed 42 --sparsity 0.95 --cka-signal drift --log-dir results/logs/multiseed/cifar10_drift_all/seed_42 --checkpoint-dir results/checkpoints/multiseed/cifar10_drift_all/seed_42 --plot-dir results/plots/multiseed/cifar10_drift_all,passed
cifar10_drift_all,multiseed,7,155,fedavg,7,,,,configs/global_cifar10.yaml,configs/fedavg_mnist.yaml,results/logs/multiseed/cifar10_drift_all/seed_7,results/checkpoints/multiseed/cifar10_drift_all/seed_7,results/plots/multiseed/cifar10_drift_all,/mnt/aiongpfs/users/dsen/micromamba/envs/cka-cifar/bin/python -m src.train --global-config configs/global_cifar10.yaml --config configs/fedavg_mnist.yaml --seed 7 --log-dir results/logs/multiseed/cifar10_drift_all/seed_7 --checkpoint-dir results/checkpoints/multiseed/cifar10_drift_all/seed_7 --plot-dir results/plots/multiseed/cifar10_drift_all,passed
cifar10_drift_all,multiseed,8,155,cka_feddst,7,0.5,,drift,configs/global_cifar10.yaml,configs/cka_feddst_mnist.yaml,results/logs/multiseed/cifar10_drift_all/seed_7,results/checkpoints/multiseed/cifar10_drift_all/seed_7,results/plots/multiseed/cifar10_drift_all,/mnt/aiongpfs/users/dsen/micromamba/envs/cka-cifar/bin/python -m src.train --global-config configs/global_cifar10.yaml --config configs/cka_feddst_mnist.yaml --seed 7 --sparsity 0.5 --cka-signal drift --log-dir results/logs/multiseed/cifar10_drift_all/seed_7 --checkpoint-dir results/checkpoints/multiseed/cifar10_drift_all/seed_7 --plot-dir results/plots/multiseed/cifar10_drift_all,passed
cifar10_drift_all,multiseed,9,155,cka_feddst,7,0.7,,drift,configs/global_cifar10.yaml,configs/cka_feddst_mnist.yaml,results/logs/multiseed/cifar10_drift_all/seed_7,results/checkpoints/multiseed/cifar10_drift_all/seed_7,results/plots/multiseed/cifar10_drift_all,/mnt/aiongpfs/users/dsen/micromamba/envs/cka-cifar/bin/python -m src.train --global-config configs/global_cifar10.yaml --config configs/cka_feddst_mnist.yaml --seed 7 --sparsity 0.7 --cka-signal drift --log-dir results/logs/multiseed/cifar10_drift_all/seed_7 --checkpoint-dir results/checkpoints/multiseed/cifar10_drift_all/seed_7 --plot-dir results/plots/multiseed/cifar10_drift_all,passed
cifar10_drift_all,multiseed,10,155,cka_feddst,7,0.8,,drift,configs/global_cifar10.yaml,configs/cka_feddst_mnist.yaml,results/logs/multiseed/cifar10_drift_all/seed_7,results/checkpoints/multiseed/cifar10_drift_all/seed_7,results/plots/multiseed/cifar10_drift_all,/mnt/aiongpfs/users/dsen/micromamba/envs/cka-cifar/bin/python -m src.train --global-config configs/global_cifar10.yaml --config configs/cka_feddst_mnist.yaml --seed 7 --sparsity 0.8 --cka-signal drift --log-dir results/logs/multiseed/cifar10_drift_all/seed_7 --checkpoint-dir results/checkpoints/multiseed/cifar10_drift_all/seed_7 --plot-dir results/plots/multiseed/cifar10_drift_all,passed
