suite_id,suite,run_index,total_runs,method,seed,sparsity,cka_strength,global_config,config,log_dir,checkpoint_dir,plot_dir,command,status
fashion_mnist_all_20260517_180855,cka_strength,81,205,cka_feddst,42,0.5,0.2,configs/global_fashion_mnist.yaml,configs/cka_feddst_mnist.yaml,results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42,results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42,results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --global-config configs/global_fashion_mnist.yaml --config configs/cka_feddst_mnist.yaml --seed 42 --sparsity 0.5 --cka-strength 0.2 --log-dir results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42 --checkpoint-dir results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42 --plot-dir results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,passed
fashion_mnist_all_20260517_180855,cka_strength,82,205,cka_feddst,42,0.7,0.2,configs/global_fashion_mnist.yaml,configs/cka_feddst_mnist.yaml,results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42,results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42,results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --global-config configs/global_fashion_mnist.yaml --config configs/cka_feddst_mnist.yaml --seed 42 --sparsity 0.7 --cka-strength 0.2 --log-dir results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42 --checkpoint-dir results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42 --plot-dir results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,passed
fashion_mnist_all_20260517_180855,cka_strength,83,205,cka_feddst,42,0.8,0.2,configs/global_fashion_mnist.yaml,configs/cka_feddst_mnist.yaml,results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42,results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42,results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --global-config configs/global_fashion_mnist.yaml --config configs/cka_feddst_mnist.yaml --seed 42 --sparsity 0.8 --cka-strength 0.2 --log-dir results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42 --checkpoint-dir results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42 --plot-dir results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,passed
fashion_mnist_all_20260517_180855,cka_strength,84,205,cka_feddst,42,0.9,0.2,configs/global_fashion_mnist.yaml,configs/cka_feddst_mnist.yaml,results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42,results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42,results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --global-config configs/global_fashion_mnist.yaml --config configs/cka_feddst_mnist.yaml --seed 42 --sparsity 0.9 --cka-strength 0.2 --log-dir results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42 --checkpoint-dir results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42 --plot-dir results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,passed
fashion_mnist_all_20260517_180855,cka_strength,85,205,cka_feddst,42,0.95,0.2,configs/global_fashion_mnist.yaml,configs/cka_feddst_mnist.yaml,results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42,results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42,results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --global-config configs/global_fashion_mnist.yaml --config configs/cka_feddst_mnist.yaml --seed 42 --sparsity 0.95 --cka-strength 0.2 --log-dir results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42 --checkpoint-dir results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_42 --plot-dir results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,passed
fashion_mnist_all_20260517_180855,cka_strength,86,205,cka_feddst,7,0.5,0.2,configs/global_fashion_mnist.yaml,configs/cka_feddst_mnist.yaml,results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7,results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7,results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --global-config configs/global_fashion_mnist.yaml --config configs/cka_feddst_mnist.yaml --seed 7 --sparsity 0.5 --cka-strength 0.2 --log-dir results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7 --checkpoint-dir results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7 --plot-dir results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,passed
fashion_mnist_all_20260517_180855,cka_strength,87,205,cka_feddst,7,0.7,0.2,configs/global_fashion_mnist.yaml,configs/cka_feddst_mnist.yaml,results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7,results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7,results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --global-config configs/global_fashion_mnist.yaml --config configs/cka_feddst_mnist.yaml --seed 7 --sparsity 0.7 --cka-strength 0.2 --log-dir results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7 --checkpoint-dir results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7 --plot-dir results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,passed
fashion_mnist_all_20260517_180855,cka_strength,88,205,cka_feddst,7,0.8,0.2,configs/global_fashion_mnist.yaml,configs/cka_feddst_mnist.yaml,results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7,results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7,results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --global-config configs/global_fashion_mnist.yaml --config configs/cka_feddst_mnist.yaml --seed 7 --sparsity 0.8 --cka-strength 0.2 --log-dir results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7 --checkpoint-dir results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7 --plot-dir results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,passed
fashion_mnist_all_20260517_180855,cka_strength,89,205,cka_feddst,7,0.9,0.2,configs/global_fashion_mnist.yaml,configs/cka_feddst_mnist.yaml,results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7,results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7,results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --global-config configs/global_fashion_mnist.yaml --config configs/cka_feddst_mnist.yaml --seed 7 --sparsity 0.9 --cka-strength 0.2 --log-dir results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7 --checkpoint-dir results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7 --plot-dir results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,passed
fashion_mnist_all_20260517_180855,cka_strength,90,205,cka_feddst,7,0.95,0.2,configs/global_fashion_mnist.yaml,configs/cka_feddst_mnist.yaml,results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7,results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7,results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --global-config configs/global_fashion_mnist.yaml --config configs/cka_feddst_mnist.yaml --seed 7 --sparsity 0.95 --cka-strength 0.2 --log-dir results/logs/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7 --checkpoint-dir results/checkpoints/cka_strength_sweep/fashion_mnist_all_20260517_180855/strength_0p2/seed_7 --plot-dir results/plots/cka_strength_sweep/fashion_mnist_all_20260517_180855,passed
